Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI),Origin
Trebouxia sp. C0006,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0006],🟢 Confirmed,DBB12754.1,"Organism: Trebouxia sp. C0006 | Strain: C0006 | Isolation source: cold adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905655 | Geo loc name: United Kingdom: Scotland, Cullin Hills, Slighan, Carbost, fence near building | Lat lon: 57.289618 N 6.175299 W | Collection date: 2012-09-24"
Trebouxia sp. C0006,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0006],🟢 Confirmed,DBB12750.1,"Organism: Trebouxia sp. C0006 | Strain: C0006 | Isolation source: cold adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905655 | Geo loc name: United Kingdom: Scotland, Cullin Hills, Slighan, Carbost, fence near building | Lat lon: 57.289618 N 6.175299 W | Collection date: 2012-09-24"
Trebouxia sp. C0006,alpha-amylase,3.2.1.1,starch,TPA_asm: alpha-amylase [Trebouxia sp. C0006],🟢 Confirmed,DBB10077.1,"Organism: Trebouxia sp. C0006 | Strain: C0006 | Isolation source: cold adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905655 | Geo loc name: United Kingdom: Scotland, Cullin Hills, Slighan, Carbost, fence near building | Lat lon: 57.289618 N 6.175299 W | Collection date: 2012-09-24"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0005],🟢 Confirmed,DBA93091.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0005],🟢 Confirmed,DBA93090.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0005],🟢 Confirmed,DBA93088.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Trebouxia sp. C0004,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase A type-1/2 [Trebouxia sp. C0004],🟢 Confirmed,DBA81833.1,"Organism: Trebouxia sp. C0004 | Strain: C0004 | Isolation source: generalist phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905653 | Geo loc name: Finland: Vuosaari, 13 km NEE Helsinki | Lat lon: 60.197610 N 25.1648 E | Collection date: 2011-08-07"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase A type-1/2 [Trebouxia sp. C0005],🟢 Confirmed,DBA81312.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Trebouxia sp. C0004,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase [Trebouxia sp. C0004],🟢 Confirmed,DBA79186.1,"Organism: Trebouxia sp. C0004 | Strain: C0004 | Isolation source: generalist phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905653 | Geo loc name: Finland: Vuosaari, 13 km NEE Helsinki | Lat lon: 60.197610 N 25.1648 E | Collection date: 2011-08-07"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase A type-1/2 [Trebouxia sp. C0005],🟢 Confirmed,DBA76673.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Trebouxia sp. C0004,alpha-amylase,3.2.1.1,starch,TPA_asm: Alpha-amylase A type-1/2 [Trebouxia sp. C0004],🟢 Confirmed,DBA75314.1,"Organism: Trebouxia sp. C0004 | Strain: C0004 | Isolation source: generalist phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905653 | Geo loc name: Finland: Vuosaari, 13 km NEE Helsinki | Lat lon: 60.197610 N 25.1648 E | Collection date: 2011-08-07"
Trebouxia sp. C0005,alpha-amylase,3.2.1.1,starch,TPA_asm: alpha-amylase [Trebouxia sp. C0005],🟢 Confirmed,DBA73082.1,"Organism: Trebouxia sp. C0005 | Strain: C0005 | Isolation source: warm adapted phycobionat of the lichen Umbilicaria pustulata | Host: Lasallia pustulata | Db xref: taxon:2905654 | Geo loc name: Italy: Sardinia, Olbia, San Pantaleo, between Cantone Saraghinu and San Pantalteo | Lat lon: 41.046110 N 9.4461 E | Collection date: 2012-04-30"
Synechococcus sp. WH 8020,alpha-amylase,3.2.1.1,starch,alpha-amylase [Synechococcus sp. WH 8020],🟢 Confirmed,AKN62017.1,Organism: Synechococcus sp. WH 8020 | Strain: WH 8020 | Isolation source: water sample | Db xref: taxon:32052 | Geo loc name: Atlantic Ocean | Lat lon: 38.40 N 69.19 W | Collection date: 1980
Cylindrospermopsis raciborskii G7,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Cylindrospermopsis raciborskii G7],🟢 Confirmed,XXK15244.1,"Organism: Cylindrospermopsis raciborskii G7 | Strain: G7 | Isolation source: Surface water sample | Db xref: taxon:3438228 | Geo loc name: China: Shenzhen, a reservoir | Lat lon: 22.65 N 113.87 E | Collection date: 2023-10-15"
Nostoc sp. CALU 1950,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CALU 1950],🟢 Confirmed,WP_435024947.1,Organism: Nostoc sp. CALU 1950 | Db xref: taxon:3104321
Nostoc sp. CALU 1950,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CALU 1950],🟢 Confirmed,WP_435020742.1,Organism: Nostoc sp. CALU 1950 | Db xref: taxon:3104321
Cylindrospermopsis raciborskii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Cylindrospermopsis raciborskii],🟢 Confirmed,WP_434298789.1,Organism: Cylindrospermopsis raciborskii | Db xref: taxon:77022
Oscillatoriales,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [Oscillatoriales],🟢 Confirmed,WP_410244874.1,Organism: Oscillatoriales | Db xref: taxon:1150
Limnospira platensis,alpha-amylase,3.2.1.1,starch,alpha-amylase [Limnospira platensis],🟢 Confirmed,WP_434222069.1,Organism: Limnospira platensis | Db xref: taxon:118562
Nodosilinea sp. AN01ver1,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nodosilinea sp. AN01ver1],🟢 Confirmed,WP_430712602.1,Organism: Nodosilinea sp. AN01ver1 | Db xref: taxon:3423362
Leptolyngbya sp. AN02str,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptolyngbya sp. AN02str],🟢 Confirmed,WP_430686462.1,Organism: Leptolyngbya sp. AN02str | Db xref: taxon:3423363
Leptolyngbya sp. AN02str,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptolyngbya sp. AN02str],🟢 Confirmed,WP_430686383.1,Organism: Leptolyngbya sp. AN02str | Db xref: taxon:3423363
unclassified Leptolyngbya,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Leptolyngbya],🟢 Confirmed,WP_430674672.1,Organism: unclassified Leptolyngbya | Db xref: taxon:2650499
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptodesmis sp.],🟢 Confirmed,WP_428359870.1,Organism: Leptodesmis sp. | Db xref: taxon:3100501
Aliinostoc sp. HNIBRCY26,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Aliinostoc sp. HNIBRCY26],🟢 Confirmed,WP_427160583.1,Organism: Aliinostoc sp. HNIBRCY26 | Db xref: taxon:3418997
Aliinostoc sp. HNIBRCY26,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Aliinostoc sp. HNIBRCY26],🟢 Confirmed,WP_427157103.1,Organism: Aliinostoc sp. HNIBRCY26 | Db xref: taxon:3418997
Microcoleus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp.],🟢 Confirmed,WP_424408958.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Microcoleus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp.],🟢 Confirmed,WP_424407094.1,Organism: Microcoleus sp. | Db xref: taxon:44472
Vulcanococcus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Vulcanococcus sp.],🟢 Confirmed,WP_424175245.1,Organism: Vulcanococcus sp. | Db xref: taxon:2856995
Vulcanococcus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Vulcanococcus sp.],🟢 Confirmed,WP_424174262.1,Organism: Vulcanococcus sp. | Db xref: taxon:2856995
Vulcanococcus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Vulcanococcus sp.],🟢 Confirmed,WP_424163162.1,Organism: Vulcanococcus sp. | Db xref: taxon:2856995
Leptothermofonsia sp. ETS-13,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptothermofonsia sp. ETS-13],🟢 Confirmed,WP_421655946.1,Organism: Leptothermofonsia sp. ETS-13 | Db xref: taxon:3035696
Leptothermofonsia sp. ETS-13,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptothermofonsia sp. ETS-13],🟢 Confirmed,WP_421654689.1,Organism: Leptothermofonsia sp. ETS-13 | Db xref: taxon:3035696
Nostoc sp. CALU 546,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CALU 546],🟢 Confirmed,WP_420758036.1,Organism: Nostoc sp. CALU 546 | Db xref: taxon:1867241
Synechococcus sp. W4D4,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. W4D4],🟢 Confirmed,WP_415398622.1,Organism: Synechococcus sp. W4D4 | Db xref: taxon:3392294
Anabaena sp. CCY 9910,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. CCY 9910],🟢 Confirmed,WP_414755041.1,Organism: Anabaena sp. CCY 9910 | Db xref: taxon:3103870
Nostoc sp. CCY 9925,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CCY 9925],🟢 Confirmed,WP_414568071.1,Organism: Nostoc sp. CCY 9925 | Db xref: taxon:3103865
unclassified Anabaena,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Anabaena],🟢 Confirmed,WP_414564199.1,Organism: unclassified Anabaena | Db xref: taxon:2619674
Anabaena sp. CCY 0017,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. CCY 0017],🟢 Confirmed,WP_414551270.1,Organism: Anabaena sp. CCY 0017 | Db xref: taxon:3103866
Anabaena sp. CCY 0017,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. CCY 0017],🟢 Confirmed,WP_414549504.1,Organism: Anabaena sp. CCY 0017 | Db xref: taxon:3103866
Nostoc sp. CCY0012,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. CCY0012],🟢 Confirmed,WP_414541158.1,Organism: Nostoc sp. CCY0012 | Db xref: taxon:1056123
Nodularia chucula,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nodularia chucula],🟢 Confirmed,WP_414527871.1,Organism: Nodularia chucula | Db xref: taxon:3093667
Synechococcus sp. H55.10,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. H55.10],🟢 Confirmed,WP_414519794.1,Organism: Synechococcus sp. H55.10 | Db xref: taxon:2964503
Nostoc sp. PCC 9305,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. PCC 9305],🟢 Confirmed,WP_414518522.1,Organism: Nostoc sp. PCC 9305 | Db xref: taxon:296636
Synechococcus sp. OH20,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. OH20],🟢 Confirmed,WP_414509719.1,Organism: Synechococcus sp. OH20 | Db xref: taxon:139337
Synechococcus sp. W55.2,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. W55.2],🟢 Confirmed,WP_414384355.1,Organism: Synechococcus sp. W55.2 | Db xref: taxon:2964513
Cyanobium sp. ATX-6F1,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Cyanobium sp. ATX-6F1],🟢 Confirmed,WP_414026344.1,Organism: Cyanobium sp. ATX-6F1 | Db xref: taxon:3137388
Synechococcus sp. Cu2B8-bc1011,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. Cu2B8-bc1011],🟢 Confirmed,WP_413430294.1,Organism: Synechococcus sp. Cu2B8-bc1011 | Db xref: taxon:3093725
Floridanema aerugineum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Floridanema aerugineum],🟢 Confirmed,WP_413273155.1,Organism: Floridanema aerugineum | Db xref: taxon:3396169
Floridanema flaviceps,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Floridanema flaviceps],🟢 Confirmed,WP_413267984.1,Organism: Floridanema flaviceps | Db xref: taxon:3396170
Floridanema flaviceps,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Floridanema flaviceps],🟢 Confirmed,WP_413266420.1,Organism: Floridanema flaviceps | Db xref: taxon:3396170
Floridanema fluviatile,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Floridanema fluviatile],🟢 Confirmed,WP_413259321.1,Organism: Floridanema fluviatile | Db xref: taxon:3396171
Nostoc piscinale,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc piscinale],🟢 Confirmed,WP_413200570.1,Organism: Nostoc piscinale | Db xref: taxon:224012
Anabaena azotica,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena azotica],🟢 Confirmed,WP_413173594.1,Organism: Anabaena azotica | Db xref: taxon:197653
Nodosilinea sp. PGN35,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nodosilinea sp. PGN35],🟢 Confirmed,WP_411840803.1,Organism: Nodosilinea sp. PGN35 | Db xref: taxon:3020489
unclassified Nostoc,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Nostoc],🟢 Confirmed,WP_409881668.1,Organism: unclassified Nostoc | Db xref: taxon:2593658
Microcystis aeruginosa,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcystis aeruginosa],🟢 Confirmed,WP_396888884.1,Organism: Microcystis aeruginosa | Db xref: taxon:1126
Nostoc sp. C117,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. C117],🟢 Confirmed,WP_392534838.1,Organism: Nostoc sp. C117 | Db xref: taxon:3349875
Nostoc sp. C110,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. C110],🟢 Confirmed,WP_392482590.1,Organism: Nostoc sp. C110 | Db xref: taxon:3349876
Parasynechococcus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Parasynechococcus sp.],🟢 Confirmed,WP_392350655.1,Organism: Parasynechococcus sp. | Db xref: taxon:3101203
Parasynechococcus sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Parasynechococcus sp.],🟢 Confirmed,WP_392344918.1,Organism: Parasynechococcus sp. | Db xref: taxon:3101203
Microseira sp. BLCC-F43,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microseira sp. BLCC-F43],🟢 Confirmed,WP_374886025.1,Organism: Microseira sp. BLCC-F43 | Db xref: taxon:3153602
Microseira sp. BLCC-F43,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microseira sp. BLCC-F43],🟢 Confirmed,WP_374875670.1,Organism: Microseira sp. BLCC-F43 | Db xref: taxon:3153602
Pelatocladus sp. BLCC-F211,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Pelatocladus sp. BLCC-F211],🟢 Confirmed,WP_374874819.1,Organism: Pelatocladus sp. BLCC-F211 | Db xref: taxon:3342752
Pelatocladus sp. BLCC-F211,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Pelatocladus sp. BLCC-F211],🟢 Confirmed,WP_374867604.1,Organism: Pelatocladus sp. BLCC-F211 | Db xref: taxon:3342752
Aerosakkonema sp. BLCC-F183,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Aerosakkonema sp. BLCC-F183],🟢 Confirmed,WP_374821347.1,Organism: Aerosakkonema sp. BLCC-F183 | Db xref: taxon:3342834
Aerosakkonema funiforme,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Aerosakkonema funiforme],🟢 Confirmed,WP_374789505.1,Organism: Aerosakkonema funiforme | Db xref: taxon:1246630
Aerosakkonema,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [Aerosakkonema],🟢 Confirmed,WP_374789354.1,Organism: Aerosakkonema | Db xref: taxon:1246629
Chamaesiphon sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Chamaesiphon sp.],🟢 Confirmed,WP_373539328.1,Organism: Chamaesiphon sp. | Db xref: taxon:2814140
Nostoc sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp.],🟢 Confirmed,WP_373526546.1,Organism: Nostoc sp. | Db xref: taxon:1180
Anabaena sp. UHCC 0253,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. UHCC 0253],🟢 Confirmed,WP_371418184.1,Organism: Anabaena sp. UHCC 0253 | Db xref: taxon:2590019
Laspinema palackyanum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Laspinema palackyanum],🟢 Confirmed,WP_368010797.1,Organism: Laspinema palackyanum | Db xref: taxon:3231601
Laspinema palackyanum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Laspinema palackyanum],🟢 Confirmed,WP_368007687.1,Organism: Laspinema palackyanum | Db xref: taxon:3231601
Microcoleus sp. CAWBG58,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. CAWBG58],🟢 Confirmed,WP_367275481.1,Organism: Microcoleus sp. CAWBG58 | Db xref: taxon:2841651
Planktothrix agardhii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Planktothrix agardhii],🟢 Confirmed,WP_367186210.1,Organism: Planktothrix agardhii | Db xref: taxon:1160
Anabaena sp. AL93,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Anabaena sp. AL93],🟢 Confirmed,WP_367142456.1,Organism: Anabaena sp. AL93 | Db xref: taxon:1678133
Synechococcus sp. UW140,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Synechococcus sp. UW140],🟢 Confirmed,WP_366938166.1,Organism: Synechococcus sp. UW140 | Db xref: taxon:368503
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_366049603.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_366048615.1,Organism: unclassified Microcoleus | Db xref: taxon:2642155
Microcoleus sp. PH2017_05_CCC_O_A,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. PH2017_05_CCC_O_A],🟢 Confirmed,WP_366038738.1,Organism: Microcoleus sp. PH2017_05_CCC_O_A | Db xref: taxon:2798816
Microcoleus sp. PH2017_02_FOX_O_A,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Microcoleus sp. PH2017_02_FOX_O_A],🟢 Confirmed,WP_363319679.1,Organism: Microcoleus sp. PH2017_02_FOX_O_A | Db xref: taxon:2798813
Funiculus sociatus,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Funiculus sociatus],🟢 Confirmed,WP_348252788.1,Organism: Funiculus sociatus | Db xref: taxon:450527
Leptolyngbya sp. GB1-A1,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptolyngbya sp. GB1-A1],🟢 Confirmed,WP_348247868.1,Organism: Leptolyngbya sp. GB1-A1 | Db xref: taxon:2933908
Trichocoleus sp. Lan,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Trichocoleus sp. Lan],🟢 Confirmed,WP_348238176.1,Organism: Trichocoleus sp. Lan | Db xref: taxon:2933927
